pool,pool_label,week_start,next_cumulative_net_return_bps,pool_next_cumulative_net_return_bps,next_cumulative_alpha_bps
w0931_0940_3m,09:31-09:40 / 3m,2025-03-07,8169.690740,2316.805704,5852.885036
w0931_0940_3m,09:31-09:40 / 3m,2025-03-10,8175.946905,2339.299454,5836.647451
w0931_0940_3m,09:31-09:40 / 3m,2025-03-11,8270.095097,2420.781780,5849.313317
w0931_0940_3m,09:31-09:40 / 3m,2025-03-12,8179.454166,2371.656626,5807.797540
w0931_0940_3m,09:31-09:40 / 3m,2025-03-13,8183.356576,2423.001223,5760.355353
w0931_0940_3m,09:31-09:40 / 3m,2025-03-14,8337.966867,2543.422761,5794.544105
w0931_0940_3m,09:31-09:40 / 3m,2025-03-17,8356.409229,2592.213397,5764.195833
w0931_0940_3m,09:31-09:40 / 3m,2025-03-18,8315.698449,2589.891130,5725.807318
w0931_0940_3m,09:31-09:40 / 3m,2025-03-19,8276.838483,2580.013032,5696.825451
w0931_0940_3m,09:31-09:40 / 3m,2025-03-20,8167.989176,2506.141875,5661.847301
w0931_0940_3m,09:31-09:40 / 3m,2025-03-21,8030.203512,2378.845757,5651.357755
w0931_0940_3m,09:31-09:40 / 3m,2025-03-24,7919.342971,2297.028200,5622.314772
w0931_0940_3m,09:31-09:40 / 3m,2025-03-25,7912.816553,2336.499343,5576.317210
w0931_0940_3m,09:31-09:40 / 3m,2025-03-26,7863.601215,2339.862053,5523.739161
w0931_0940_3m,09:31-09:40 / 3m,2025-03-27,7763.962277,2301.730727,5462.231550
w0931_0940_3m,09:31-09:40 / 3m,2025-03-28,7625.964541,2187.964872,5437.999670
w0931_0940_3m,09:31-09:40 / 3m,2025-03-31,7696.466607,2241.678172,5454.788434
w0931_0940_3m,09:31-09:40 / 3m,2025-04-01,7693.294321,2268.029983,5425.264338
w0931_0940_3m,09:31-09:40 / 3m,2025-04-02,7601.050320,2246.749907,5354.300412
w0931_0940_3m,09:31-09:40 / 3m,2025-04-03,7010.706303,1632.102075,5378.604228
w0931_0940_3m,09:31-09:40 / 3m,2025-04-07,6710.118906,1361.021110,5349.097796
w0931_0940_3m,09:31-09:40 / 3m,2025-04-08,6795.669339,1439.339826,5356.329513
w0931_0940_3m,09:31-09:40 / 3m,2025-04-09,7501.365555,2011.956172,5489.409383
w0931_0940_3m,09:31-09:40 / 3m,2025-04-10,7561.217812,2055.519391,5505.698421
w0931_0940_3m,09:31-09:40 / 3m,2025-04-11,7704.351550,2167.216755,5537.134795
w0931_0940_3m,09:31-09:40 / 3m,2025-04-14,7704.093301,2169.235544,5534.857757
w0931_0940_3m,09:31-09:40 / 3m,2025-04-15,7562.735216,2087.345117,5475.390099
w0931_0940_3m,09:31-09:40 / 3m,2025-04-16,7526.713632,2056.681286,5470.032345
w0931_0940_3m,09:31-09:40 / 3m,2025-04-17,7497.840221,2071.054049,5426.786172
w0931_0940_3m,09:31-09:40 / 3m,2025-04-18,7579.640255,2170.511632,5409.128623
w0931_0940_3m,09:31-09:40 / 3m,2025-04-21,7666.153750,2268.699640,5397.454110
w0931_0940_3m,09:31-09:40 / 3m,2025-04-22,7701.717347,2323.551877,5378.165470
w0931_0940_3m,09:31-09:40 / 3m,2025-04-23,7607.955210,2285.789539,5322.165672
w0931_0940_3m,09:31-09:40 / 3m,2025-04-24,7569.278098,2268.873261,5300.404837
w0931_0940_3m,09:31-09:40 / 3m,2025-04-25,7497.327257,2212.671991,5284.655266
w0931_0940_3m,09:31-09:40 / 3m,2025-04-28,7503.460297,2231.437134,5272.023163
w0931_0940_3m,09:31-09:40 / 3m,2025-04-29,7666.883006,2324.751130,5342.131876
w0931_0940_3m,09:31-09:40 / 3m,2025-04-30,7900.042870,2474.608008,5425.434862
w0931_0940_3m,09:31-09:40 / 3m,2025-05-06,8039.346054,2586.363850,5452.982204
w0931_0940_3m,09:31-09:40 / 3m,2025-05-07,8064.683185,2614.968297,5449.714887
w0931_0940_3m,09:31-09:40 / 3m,2025-05-08,8043.714515,2616.533228,5427.181287
w0931_0940_3m,09:31-09:40 / 3m,2025-05-09,8106.067963,2649.780273,5456.287690
w0931_0940_3m,09:31-09:40 / 3m,2025-05-12,8106.960207,2666.434653,5440.525553
w0931_0940_3m,09:31-09:40 / 3m,2025-05-13,8061.207141,2642.406336,5418.800804
w0931_0940_3m,09:31-09:40 / 3m,2025-05-14,7949.355346,2604.657435,5344.697911
w0931_0940_3m,09:31-09:40 / 3m,2025-05-15,7965.185168,2613.712492,5351.472676
w0931_0940_3m,09:31-09:40 / 3m,2025-05-16,8000.958536,2663.602815,5337.355720
w0931_0940_3m,09:31-09:40 / 3m,2025-05-19,8087.698792,2749.747098,5337.951695
w0931_0940_3m,09:31-09:40 / 3m,2025-05-20,8087.308649,2775.909988,5311.398661
w0931_0940_3m,09:31-09:40 / 3m,2025-05-21,8012.424609,2708.878612,5303.545997
w0931_0940_3m,09:31-09:40 / 3m,2025-05-22,7873.154952,2612.273186,5260.881766
w0931_0940_3m,09:31-09:40 / 3m,2025-05-23,7879.405285,2600.007975,5279.397309
w0931_0940_3m,09:31-09:40 / 3m,2025-05-26,7894.403396,2626.373156,5268.030240
w0931_0940_3m,09:31-09:40 / 3m,2025-05-27,7890.246473,2625.428336,5264.818136
w0931_0940_3m,09:31-09:40 / 3m,2025-05-28,7965.410669,2674.446078,5290.964591
w0931_0940_3m,09:31-09:40 / 3m,2025-05-29,7903.461948,2675.652333,5227.809615
w0931_0940_3m,09:31-09:40 / 3m,2025-05-30,7940.101994,2674.325203,5265.776791
w0931_0940_3m,09:31-09:40 / 3m,2025-06-03,7978.879771,2744.659580,5234.220191
w0931_0940_3m,09:31-09:40 / 3m,2025-06-04,8081.279391,2806.541574,5274.737817
w0931_0940_3m,09:31-09:40 / 3m,2025-06-05,8114.693290,2842.015871,5272.677418
w0931_0940_3m,09:31-09:40 / 3m,2025-06-06,8180.454464,2908.154460,5272.300004
w0931_0940_3m,09:31-09:40 / 3m,2025-06-09,8188.824752,2898.827577,5289.997175
w0931_0940_3m,09:31-09:40 / 3m,2025-06-10,8189.540244,2890.356180,5299.184064
w0931_0940_3m,09:31-09:40 / 3m,2025-06-11,8229.137067,2911.559262,5317.577806
w0931_0940_3m,09:31-09:40 / 3m,2025-06-12,8170.089045,2846.134165,5323.954880
w0931_0940_3m,09:31-09:40 / 3m,2025-06-13,8183.851873,2819.384564,5364.467309
w0931_0940_3m,09:31-09:40 / 3m,2025-06-16,8232.950003,2836.014636,5396.935367
w0931_0940_3m,09:31-09:40 / 3m,2025-06-17,8220.430702,2812.064230,5408.366471
w0931_0940_3m,09:31-09:40 / 3m,2025-06-18,8149.799671,2729.100270,5420.699401
w0931_0940_3m,09:31-09:40 / 3m,2025-06-19,8004.258831,2615.601477,5388.657354
w0931_0940_3m,09:31-09:40 / 3m,2025-06-20,8042.462640,2632.339699,5410.122941
w0931_0940_3m,09:31-09:40 / 3m,2025-06-23,8249.387664,2816.295793,5433.091871
w0931_0940_3m,09:31-09:40 / 3m,2025-06-24,8389.721884,2935.420603,5454.301282
w0931_0940_3m,09:31-09:40 / 3m,2025-06-25,8431.559679,2954.128815,5477.430864
w0931_0940_3m,09:31-09:40 / 3m,2025-06-26,8428.933680,2968.336132,5460.597548
w0931_0940_3m,09:31-09:40 / 3m,2025-06-27,8498.455764,3043.887652,5454.568112
w0931_0940_3m,09:31-09:40 / 3m,2025-06-30,8568.051532,3107.262373,5460.789160
w0931_0940_3m,09:31-09:40 / 3m,2025-07-01,8506.296997,3103.409631,5402.887366
w0931_0940_3m,09:31-09:40 / 3m,2025-07-02,8539.167724,3138.812842,5400.354882
w0931_0940_3m,09:31-09:40 / 3m,2025-07-03,8469.126641,3113.966431,5355.160210
w0931_0940_3m,09:31-09:40 / 3m,2025-07-04,8480.787973,3118.094117,5362.693856
w0931_0940_3m,09:31-09:40 / 3m,2025-07-07,8595.746430,3200.460080,5395.286350
w0931_0940_3m,09:31-09:40 / 3m,2025-07-08,8598.809210,3238.615194,5360.194016
w0931_0940_3m,09:31-09:40 / 3m,2025-07-09,8540.173642,3237.106986,5303.066657
w0931_0940_3m,09:31-09:40 / 3m,2025-07-10,8564.225203,3274.934981,5289.290222
w0931_0940_3m,09:31-09:40 / 3m,2025-07-11,8613.387968,3341.655281,5271.732687
w0931_0940_3m,09:31-09:40 / 3m,2025-07-14,8615.885558,3334.588768,5281.296790
w0931_0940_3m,09:31-09:40 / 3m,2025-07-15,8637.989447,3338.215920,5299.773526
w0931_0940_3m,09:31-09:40 / 3m,2025-07-16,8719.647847,3403.837874,5315.809973
w0931_0940_3m,09:31-09:40 / 3m,2025-07-17,8779.138009,3455.612234,5323.525775
w0931_0940_3m,09:31-09:40 / 3m,2025-07-18,8817.832007,3526.877617,5290.954390
w0931_0940_3m,09:31-09:40 / 3m,2025-07-21,8959.324894,3585.878852,5373.446043
w0931_0940_3m,09:31-09:40 / 3m,2025-07-22,8926.350176,3565.211077,5361.139099
w0931_0940_3m,09:31-09:40 / 3m,2025-07-23,8930.864794,3606.852381,5324.012413
w0931_0940_3m,09:31-09:40 / 3m,2025-07-24,8952.206242,3656.611282,5295.594961
w0931_0940_3m,09:31-09:40 / 3m,2025-07-25,9004.004626,3698.684957,5305.319669
w0931_0940_3m,09:31-09:40 / 3m,2025-07-28,9073.000263,3734.739025,5338.261237
w0931_0940_3m,09:31-09:40 / 3m,2025-07-29,9083.550458,3729.215873,5354.334585
w0931_0940_3m,09:31-09:40 / 3m,2025-07-30,9024.947365,3659.817588,5365.129777
w0931_0940_3m,09:31-09:40 / 3m,2025-07-31,8965.291154,3624.024742,5341.266412
w0931_0940_3m,09:31-09:40 / 3m,2025-08-01,9041.030749,3694.087150,5346.943600
w0931_0940_3m,09:31-09:40 / 3m,2025-08-04,9163.359015,3821.226083,5342.132933
w0931_0940_3m,09:31-09:40 / 3m,2025-08-05,9252.735531,3886.002490,5366.733042
w0931_0940_3m,09:31-09:40 / 3m,2025-08-06,9305.530076,3928.318148,5377.211928
w0931_0940_3m,09:31-09:40 / 3m,2025-08-07,9267.388745,3925.384803,5342.003942
w0931_0940_3m,09:31-09:40 / 3m,2025-08-08,9402.758343,4018.594620,5384.163723
w0931_0940_3m,09:31-09:40 / 3m,2025-08-11,9500.769355,4075.156711,5425.612644
w0931_0940_3m,09:31-09:40 / 3m,2025-08-12,9563.134074,4108.982140,5454.151934
w0931_0940_3m,09:31-09:40 / 3m,2025-08-13,9531.356746,4045.189886,5486.166860
w0931_0940_3m,09:31-09:40 / 3m,2025-08-14,9617.414043,4045.405809,5572.008234
w0931_0940_3m,09:31-09:40 / 3m,2025-08-15,9838.363128,4178.136404,5660.226724
w0931_0940_3m,09:31-09:40 / 3m,2025-08-18,9963.500592,4244.820442,5718.680150
w0931_0940_3m,09:31-09:40 / 3m,2025-08-19,9963.046445,4310.581736,5652.464709
w0931_0940_3m,09:31-09:40 / 3m,2025-08-20,9906.487645,4360.360189,5546.127456
w0931_0940_3m,09:31-09:40 / 3m,2025-08-21,9888.891213,4369.926032,5518.965181
w0931_0940_3m,09:31-09:40 / 3m,2025-08-22,10077.194851,4461.172861,5616.021990
w0931_0940_3m,09:31-09:40 / 3m,2025-08-25,10077.557948,4509.339871,5568.218077
w0931_0940_3m,09:31-09:40 / 3m,2025-08-26,10008.611189,4421.290089,5587.321100
w0931_0940_3m,09:31-09:40 / 3m,2025-08-27,10009.687218,4324.944296,5684.742922
w0931_0940_3m,09:31-09:40 / 3m,2025-08-28,10055.774326,4316.646310,5739.128016
w0931_0940_3m,09:31-09:40 / 3m,2025-08-29,10128.196578,4361.725864,5766.470713
w0931_0940_3m,09:31-09:40 / 3m,2025-09-01,10033.787795,4304.626331,5729.161464
w0931_0940_3m,09:31-09:40 / 3m,2025-09-02,9878.609624,4161.624397,5716.985227
w0931_0940_3m,09:31-09:40 / 3m,2025-09-03,9702.698587,4021.893339,5680.805248
w0931_0940_3m,09:31-09:40 / 3m,2025-09-04,9768.075984,4066.317773,5701.758211
w0931_0940_3m,09:31-09:40 / 3m,2025-09-05,10027.020348,4268.541813,5758.478535
w0931_0940_3m,09:31-09:40 / 3m,2025-09-08,10020.052891,4258.731198,5761.321692
w0931_0940_3m,09:31-09:40 / 3m,2025-09-09,10007.878970,4240.595748,5767.283223
w0931_0940_3m,09:31-09:40 / 3m,2025-09-10,10137.854577,4323.415662,5814.438916
w0931_0940_3m,09:31-09:40 / 3m,2025-09-11,10352.866306,4448.680388,5904.185917
w0931_0940_3m,09:31-09:40 / 3m,2025-09-12,10366.489197,4438.907516,5927.581681
w0931_0940_3m,09:31-09:40 / 3m,2025-09-15,10448.316991,4489.096952,5959.220039
w0931_0940_3m,09:31-09:40 / 3m,2025-09-16,10542.707873,4554.048251,5988.659622
w0931_0940_3m,09:31-09:40 / 3m,2025-09-17,10528.382439,4515.342433,6013.040006
w0931_0940_3m,09:31-09:40 / 3m,2025-09-18,10412.782237,4428.656818,5984.125419
w0931_0940_3m,09:31-09:40 / 3m,2025-09-19,10416.521410,4398.689444,6017.831966
w0931_0940_3m,09:31-09:40 / 3m,2025-09-22,10440.981099,4347.627343,6093.353756
w0931_0940_3m,09:31-09:40 / 3m,2025-09-23,10459.211955,4398.157433,6061.054523
w0931_0940_3m,09:31-09:40 / 3m,2025-09-24,10541.597117,4458.105484,6083.491633
w0931_0940_3m,09:31-09:40 / 3m,2025-09-25,10436.485380,4393.746819,6042.738561
w0931_0940_3m,09:31-09:40 / 3m,2025-09-26,10421.751204,4413.134411,6008.616794
w0931_0940_3m,09:31-09:40 / 3m,2025-09-29,10529.649963,4503.286040,6026.363923
w0931_0940_3m,09:31-09:40 / 3m,2025-09-30,10581.261208,4543.167335,6038.093873
w0931_0940_3m,09:31-09:40 / 3m,2025-10-09,10528.021811,4547.418876,5980.602935
w0931_0940_3m,09:31-09:40 / 3m,2025-10-10,10511.109778,4509.784739,6001.325039
w0931_0940_3m,09:31-09:40 / 3m,2025-10-13,10530.077329,4562.934570,5967.142758
w0931_0940_3m,09:31-09:40 / 3m,2025-10-14,10462.052630,4533.734747,5928.317883
w0931_0940_3m,09:31-09:40 / 3m,2025-10-15,10542.485480,4562.416396,5980.069083
w0931_0940_3m,09:31-09:40 / 3m,2025-10-16,10402.144372,4408.089310,5994.055062
w0931_0940_3m,09:31-09:40 / 3m,2025-10-17,10331.159242,4351.902418,5979.256824
w0931_0940_3m,09:31-09:40 / 3m,2025-10-20,10446.415137,4447.786956,5998.628181
w0931_0940_3m,09:31-09:40 / 3m,2025-10-21,10516.995517,4518.500999,5998.494518
w0931_0940_3m,09:31-09:40 / 3m,2025-10-22,10480.811996,4529.083658,5951.728338
w0931_0940_3m,09:31-09:40 / 3m,2025-10-23,10531.929394,4605.393406,5926.535989
w0931_0940_3m,09:31-09:40 / 3m,2025-10-24,10586.807962,4659.207010,5927.600951
w0931_0940_3m,09:31-09:40 / 3m,2025-10-27,10600.366555,4665.378263,5934.988292
w0931_0940_3m,09:31-09:40 / 3m,2025-10-28,10636.200517,4682.096774,5954.103743
w0931_0940_3m,09:31-09:40 / 3m,2025-10-29,10606.969781,4655.747338,5951.222444
w0931_0940_3m,09:31-09:40 / 3m,2025-10-30,10582.055409,4662.626040,5919.429369
w0931_0940_3m,09:31-09:40 / 3m,2025-10-31,10610.726364,4722.515296,5888.211068
w0931_0940_3m,09:31-09:40 / 3m,2025-11-03,10619.022197,4720.657791,5898.364406
w0931_0940_3m,09:31-09:40 / 3m,2025-11-04,10673.937990,4729.748097,5944.189893
w0931_0940_3m,09:31-09:40 / 3m,2025-11-05,10767.097953,4813.704318,5953.393635
w0931_0940_3m,09:31-09:40 / 3m,2025-11-06,10809.669902,4835.891056,5973.778846
w0931_0940_3m,09:31-09:40 / 3m,2025-11-07,10835.834600,4876.671222,5959.163378
w0931_0940_3m,09:31-09:40 / 3m,2025-11-10,10808.712520,4895.146363,5913.566157
w0931_0940_3m,09:31-09:40 / 3m,2025-11-11,10762.898397,4872.844811,5890.053586
w0931_0940_3m,09:31-09:40 / 3m,2025-11-12,10886.817748,4925.559967,5961.257781
w0931_0940_3m,09:31-09:40 / 3m,2025-11-13,10915.346677,4962.668794,5952.677883
w0931_0940_3m,09:31-09:40 / 3m,2025-11-14,10912.035903,4957.254459,5954.781445
w0931_0940_3m,09:31-09:40 / 3m,2025-11-17,10871.629053,4915.314711,5956.314342
w0931_0940_3m,09:31-09:40 / 3m,2025-11-18,10762.044071,4824.560259,5937.483812
w0931_0940_3m,09:31-09:40 / 3m,2025-11-19,10653.720762,4727.525359,5926.195403
w0931_0940_3m,09:31-09:40 / 3m,2025-11-20,10405.157367,4486.035507,5919.121860
w0931_0940_3m,09:31-09:40 / 3m,2025-11-21,10382.240631,4406.507741,5975.732890
w0931_0940_3m,09:31-09:40 / 3m,2025-11-24,10557.562847,4517.990203,6039.572644
w0931_0940_3m,09:31-09:40 / 3m,2025-11-25,10625.499931,4537.648374,6087.851557
w0931_0940_3m,09:31-09:40 / 3m,2025-11-26,10615.250926,4532.687956,6082.562970
w0931_0940_3m,09:31-09:40 / 3m,2025-11-27,10686.154847,4605.545864,6080.608984
w0931_0940_3m,09:31-09:40 / 3m,2025-11-28,10735.464676,4702.649271,6032.815405
w0931_0940_3m,09:31-09:40 / 3m,2025-12-01,10723.046576,4683.734544,6039.312033
w0931_0940_3m,09:31-09:40 / 3m,2025-12-02,10646.660599,4648.720462,5997.940136
w0931_0940_3m,09:31-09:40 / 3m,2025-12-03,10548.194548,4579.871744,5968.322805
w0931_0940_3m,09:31-09:40 / 3m,2025-12-04,10616.697859,4625.885756,5990.812104
w0931_0940_3m,09:31-09:40 / 3m,2025-12-05,10879.980541,4761.824905,6118.155636
w0931_0940_3m,09:31-09:40 / 3m,2025-12-08,10893.657824,4745.487384,6148.170440
w0931_0940_3m,09:31-09:40 / 3m,2025-12-09,10871.374206,4715.993215,6155.380992
w0931_0940_3m,09:31-09:40 / 3m,2025-12-10,10792.119138,4662.497121,6129.622017
w0931_0940_3m,09:31-09:40 / 3m,2025-12-11,10756.903698,4610.374412,6146.529286
w0931_0940_3m,09:31-09:40 / 3m,2025-12-12,10789.584527,4620.681739,6168.902788
w0931_0940_3m,09:31-09:40 / 3m,2025-12-15,10676.668130,4552.893077,6123.775054
w0931_0940_3m,09:31-09:40 / 3m,2025-12-16,10680.500032,4548.098544,6132.401488
w0931_0940_3m,09:31-09:40 / 3m,2025-12-17,10736.126387,4609.297055,6126.829333
w0931_0940_3m,09:31-09:40 / 3m,2025-12-18,10786.600198,4685.255394,6101.344804
w0931_0940_3m,09:31-09:40 / 3m,2025-12-19,10829.348292,4755.408164,6073.940128
w0931_0940_3m,09:31-09:40 / 3m,2025-12-22,10818.226552,4741.898770,6076.327782
w0931_0940_3m,09:31-09:40 / 3m,2025-12-23,10891.436608,4791.973807,6099.462800
w0931_0940_3m,09:31-09:40 / 3m,2025-12-24,11015.099952,4901.219685,6113.880267
w0931_0940_3m,09:31-09:40 / 3m,2025-12-25,11111.856372,4938.830509,6173.025863
w0931_0940_3m,09:31-09:40 / 3m,2025-12-26,11137.641911,4924.839085,6212.802827
w0931_0940_3m,09:31-09:40 / 3m,2025-12-29,11127.350539,4912.158219,6215.192320
w0931_0940_3m,09:31-09:40 / 3m,2025-12-30,11139.597266,4923.159742,6216.437524
w0931_0940_3m,09:31-09:40 / 3m,2025-12-31,11252.815034,5024.106294,6228.708739
w1001_1010_1m,10:01-10:10 / 1m,2022-01-04,-68.761486,-52.854281,-15.907205
w1001_1010_1m,10:01-10:10 / 1m,2022-01-05,-36.876087,-27.627474,-9.248614
w1001_1010_1m,10:01-10:10 / 1m,2022-01-06,-82.388577,-66.627542,-15.761035
w1001_1010_1m,10:01-10:10 / 1m,2022-01-07,-129.431676,-101.992949,-27.438727
w1001_1010_1m,10:01-10:10 / 1m,2022-01-10,-134.764507,-99.779895,-34.984612
w1001_1010_1m,10:01-10:10 / 1m,2022-01-11,-89.766986,-61.010443,-28.756543
w1001_1010_1m,10:01-10:10 / 1m,2022-01-12,-142.229838,-79.290128,-62.939710
w1001_1010_1m,10:01-10:10 / 1m,2022-01-13,-150.579521,-135.929397,-14.650124
w1001_1010_1m,10:01-10:10 / 1m,2022-01-14,-55.353196,-95.962290,40.609094
w1001_1010_1m,10:01-10:10 / 1m,2022-01-17,-68.386328,-106.626259,38.239930
w1001_1010_1m,10:01-10:10 / 1m,2022-01-18,-141.297777,-145.340332,4.042555
w1001_1010_1m,10:01-10:10 / 1m,2022-01-19,-317.951237,-287.906644,-30.044593
w1001_1010_1m,10:01-10:10 / 1m,2022-01-20,-504.814550,-412.560368,-92.254182
w1001_1010_1m,10:01-10:10 / 1m,2022-01-21,-533.762067,-451.099902,-82.662164
w1001_1010_1m,10:01-10:10 / 1m,2022-01-24,-704.585678,-642.243395,-62.342283
w1001_1010_1m,10:01-10:10 / 1m,2022-01-25,-813.972917,-725.053974,-88.918943
w1001_1010_1m,10:01-10:10 / 1m,2022-01-26,-962.843803,-849.449585,-113.394218
w1001_1010_1m,10:01-10:10 / 1m,2022-01-27,-1023.969996,-878.591222,-145.378773
w1001_1010_1m,10:01-10:10 / 1m,2022-01-28,-906.018186,-737.999847,-168.018339
w1001_1010_1m,10:01-10:10 / 1m,2022-02-07,-862.076651,-678.287712,-183.788938
w1001_1010_1m,10:01-10:10 / 1m,2022-02-08,-721.294997,-584.409175,-136.885822
w1001_1010_1m,10:01-10:10 / 1m,2022-02-09,-653.986257,-540.489951,-113.496307
w1001_1010_1m,10:01-10:10 / 1m,2022-02-10,-775.130378,-649.898401,-125.231977
w1001_1010_1m,10:01-10:10 / 1m,2022-02-11,-816.914541,-697.756942,-119.157599
w1001_1010_1m,10:01-10:10 / 1m,2022-02-14,-785.445825,-694.310327,-91.135497
w1001_1010_1m,10:01-10:10 / 1m,2022-02-15,-710.471464,-625.048454,-85.423010
w1001_1010_1m,10:01-10:10 / 1m,2022-02-16,-673.426356,-604.734999,-68.691358
w1001_1010_1m,10:01-10:10 / 1m,2022-02-17,-661.186447,-587.962749,-73.223698
w1001_1010_1m,10:01-10:10 / 1m,2022-02-18,-527.025008,-485.277173,-41.747835
w1001_1010_1m,10:01-10:10 / 1m,2022-02-21,-540.293013,-510.039643,-30.253369
w1001_1010_1m,10:01-10:10 / 1m,2022-02-22,-402.740532,-410.120247,7.379715
w1001_1010_1m,10:01-10:10 / 1m,2022-02-23,-461.991880,-481.185835,19.193955
w1001_1010_1m,10:01-10:10 / 1m,2022-02-24,-539.975732,-557.219074,17.243343
w1001_1010_1m,10:01-10:10 / 1m,2022-02-25,-518.277114,-583.774145,65.497032
w1001_1010_1m,10:01-10:10 / 1m,2022-02-28,-411.213077,-503.461586,92.248509
w1001_1010_1m,10:01-10:10 / 1m,2022-03-01,-392.733568,-477.872384,85.138816
w1001_1010_1m,10:01-10:10 / 1m,2022-03-02,-387.161143,-475.899774,88.738632
w1001_1010_1m,10:01-10:10 / 1m,2022-03-03,-481.086182,-548.806066,67.719884
w1001_1010_1m,10:01-10:10 / 1m,2022-03-04,-587.386826,-668.668805,81.281979
w1001_1010_1m,10:01-10:10 / 1m,2022-03-07,-795.198381,-871.619860,76.421478
w1001_1010_1m,10:01-10:10 / 1m,2022-03-08,-913.322319,-1040.531278,127.208959
w1001_1010_1m,10:01-10:10 / 1m,2022-03-09,-783.834673,-1014.422437,230.587764
w1001_1010_1m,10:01-10:10 / 1m,2022-03-10,-761.330188,-1001.288652,239.958463
w1001_1010_1m,10:01-10:10 / 1m,2022-03-11,-801.479927,-1054.996214,253.516286
w1001_1010_1m,10:01-10:10 / 1m,2022-03-14,-1119.193350,-1414.606024,295.412674
w1001_1010_1m,10:01-10:10 / 1m,2022-03-15,-1069.627279,-1423.152131,353.524852
w1001_1010_1m,10:01-10:10 / 1m,2022-03-16,-767.758259,-1170.145679,402.387420
w1001_1010_1m,10:01-10:10 / 1m,2022-03-17,-737.699769,-1111.851884,374.152115
w1001_1010_1m,10:01-10:10 / 1m,2022-03-18,-620.878456,-1007.398061,386.519605
w1001_1010_1m,10:01-10:10 / 1m,2022-03-21,-603.205329,-993.226971,390.021643
w1001_1010_1m,10:01-10:10 / 1m,2022-03-22,-607.904040,-947.830433,339.926393
w1001_1010_1m,10:01-10:10 / 1m,2022-03-23,-703.202380,-1012.813305,309.610926
w1001_1010_1m,10:01-10:10 / 1m,2022-03-24,-733.543730,-1037.691058,304.147329
w1001_1010_1m,10:01-10:10 / 1m,2022-03-25,-851.116891,-1118.367832,267.250941
w1001_1010_1m,10:01-10:10 / 1m,2022-03-28,-882.006643,-1147.607431,265.600788
w1001_1010_1m,10:01-10:10 / 1m,2022-03-29,-849.380267,-1118.153899,268.773632
w1001_1010_1m,10:01-10:10 / 1m,2022-03-30,-849.786367,-1088.313572,238.527206
w1001_1010_1m,10:01-10:10 / 1m,2022-03-31,-911.929224,-1117.921565,205.992341
w1001_1010_1m,10:01-10:10 / 1m,2022-04-01,-907.455190,-1069.880206,162.425016
w1001_1010_1m,10:01-10:10 / 1m,2022-04-06,-1010.864850,-1168.497531,157.632681
w1001_1010_1m,10:01-10:10 / 1m,2022-04-07,-1126.151676,-1285.586731,159.435054
w1001_1010_1m,10:01-10:10 / 1m,2022-04-08,-1230.199477,-1402.403347,172.203871
w1001_1010_1m,10:01-10:10 / 1m,2022-04-11,-1246.271664,-1412.395691,166.124028
w1001_1010_1m,10:01-10:10 / 1m,2022-04-12,-1269.102067,-1414.338026,145.235959
w1001_1010_1m,10:01-10:10 / 1m,2022-04-13,-1212.575327,-1390.998036,178.422710
w1001_1010_1m,10:01-10:10 / 1m,2022-04-14,-1273.356164,-1458.000903,184.644739
w1001_1010_1m,10:01-10:10 / 1m,2022-04-15,-1273.193580,-1411.290207,138.096627
w1001_1010_1m,10:01-10:10 / 1m,2022-04-18,-1189.133690,-1321.726331,132.592641
w1001_1010_1m,10:01-10:10 / 1m,2022-04-19,-1279.246467,-1382.533466,103.286999
w1001_1010_1m,10:01-10:10 / 1m,2022-04-20,-1554.388355,-1636.983192,82.594837
w1001_1010_1m,10:01-10:10 / 1m,2022-04-21,-1742.887766,-1831.393096,88.505330
w1001_1010_1m,10:01-10:10 / 1m,2022-04-22,-2139.702453,-2225.380638,85.678184
w1001_1010_1m,10:01-10:10 / 1m,2022-04-25,-2486.811458,-2630.929940,144.118481
w1001_1010_1m,10:01-10:10 / 1m,2022-04-26,-2364.938962,-2554.429054,189.490092
w1001_1010_1m,10:01-10:10 / 1m,2022-04-27,-2155.005851,-2363.208130,208.202279
w1001_1010_1m,10:01-10:10 / 1m,2022-04-28,-1944.312041,-2148.650695,204.338654
w1001_1010_1m,10:01-10:10 / 1m,2022-04-29,-1695.358072,-1922.687662,227.329590
w1001_1010_1m,10:01-10:10 / 1m,2022-05-05,-1709.474553,-1955.896433,246.421880
w1001_1010_1m,10:01-10:10 / 1m,2022-05-06,-1647.705231,-1885.449544,237.744312
w1001_1010_1m,10:01-10:10 / 1m,2022-05-09,-1561.067864,-1801.823876,240.756012
w1001_1010_1m,10:01-10:10 / 1m,2022-05-10,-1435.986446,-1687.606494,251.620047
w1001_1010_1m,10:01-10:10 / 1m,2022-05-11,-1487.690838,-1720.458612,232.767774
w1001_1010_1m,10:01-10:10 / 1m,2022-05-12,-1463.760833,-1675.862314,212.101481
w1001_1010_1m,10:01-10:10 / 1m,2022-05-13,-1483.888221,-1661.342151,177.453930
w1001_1010_1m,10:01-10:10 / 1m,2022-05-16,-1511.956808,-1678.591366,166.634559
w1001_1010_1m,10:01-10:10 / 1m,2022-05-17,-1456.316655,-1603.721192,147.404537
w1001_1010_1m,10:01-10:10 / 1m,2022-05-18,-1431.710476,-1589.872381,158.161906
